"","budget","id","popularity","Earnings","runtime","vote_average","vote_count","Distributor","Title","Director","actor.1","actor.2","actor.3","year","Action","Adventure","Animation","Comedy","Crime","Drama","Family","Fantasy","History","Horror","Music","Mystery","Romance","Science.Fiction","Thriller","War","Western","count"
"1531",25000000,2085,19.750059,91036760,115,6,330,"Silver Pictures","Romeo Must Die","Andrzej Bartkowiak","Jet Li","Isaiah Washington","Isaiah Washington",2000,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,10
"1532",2800000,794,25.939385,60922980,111,7.2,476,"Twentieth Century Fox ","The Omen","Richard Donner","Gregory Peck","David Warner","David Warner",1976,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,161
"1533",25000000,9286,31.64341,117719158,93,5.8,974,"New Line Cinema","Final Destination 3","James Wong","Mary Elizabeth Winstead","Kris Lemche","Kris Lemche",2006,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,136
"1534",25000000,77877,26.811541,99357138,101,6.8,946,"Village Roadshow Pictures","The Lucky One","Scott Hicks","Zac Efron","Taylor Schilling","Taylor Schilling",2012,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,65
"1535",60000000,1265,40.646102,137587063,96,7,1113,"Walden Media","Bridge to Terabithia","Gábor Csupó","Josh Hutcherson","Robert Patrick","Robert Patrick",2007,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2
"1536",25000000,866,34.160448,116766556,106,7.2,1223,"Miramax Films","Finding Neverland","Marc Forster","Johnny Depp","Julie Christie","Julie Christie",2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61
"1537",25000000,75174,48.552871,77278331,117,6.4,1451,"Scott Free Productions","The Grey","Joe Carnahan","Liam Neeson","Frank Grillo","Frank Grillo",2012,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,4
"1538",25000000,11096,18.228538,122644820,101,6.1,440,"Twentieth Century Fox ","Hide and Seek","John Polson","Robert De Niro","Famke Janssen","Famke Janssen",2005,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,161
"1539",26000000,8699,29.342744,90574188,94,6.7,1493,"Apatow Productions","Anchorman: The Legend of Ron Burgundy","Adam McKay","Will Ferrell","Paul Rudd","Paul Rudd",2004,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"1540",25000000,769,63.654244,46836394,145,8.2,3128,"Winkler Films","GoodFellas","Martin Scorsese","Robert De Niro","Joe Pesci","Joe Pesci",1990,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
"1541",28000000,10923,11.859396,58795814,102,5,284,"Splend Pictures","Agent Cody Banks","Harald Zwart","Frankie Muniz","Angie Harmon","Angie Harmon",2003,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"1542",25000000,11283,24.356483,122489822,97,6.4,711,"Universal Pictures","Nanny McPhee","Kirk Jones","Emma Thompson","Kelly Macdonald","Kelly Macdonald",2005,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,286
"1543",25000000,111,70.105981,65884703,170,8,2948,"Universal Pictures","Scarface","Brian De Palma","Al Pacino","Michelle Pfeiffer","Michelle Pfeiffer",1983,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,286
"1544",23000000,746,21.189028,43984230,163,7.4,355,"Columbia Pictures","The Last Emperor","Bernardo Bertolucci","John Lone","Joan Chen","Joan Chen",1987,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,224
"1545",25000000,77866,31.364901,63100000,109,6.1,770,"Universal Pictures","Contraband","Baltasar Kormákur","Mark Wahlberg","Ben Foster","Ben Foster",2012,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,286
"1546",25000000,7345,37.817905,77208711,158,7.9,1537,"Miramax Films","There Will Be Blood","Paul Thomas Anderson","Daniel Day-Lewis","Dillon Freasier","Dillon Freasier",2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61
"1547",25000000,12277,6.086083,41604473,86,5.5,112,"Universal Pictures","Undercover Brother","Malcolm D. Lee","Eddie Griffin","Denise Richards","Denise Richards",2002,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,286
"1548",25000000,9779,17.17372,39053061,119,6.3,386,"DiNovi Pictures","The Sisterhood of the Traveling Pants","Ken Kwapis","Amber Tamblyn","America Ferrera","America Ferrera",2005,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"1549",25000000,2140,16.936576,64437847,98,6.4,298,"Twentieth Century Fox ","Kiss of the Dragon","Chris Nahon","Jet Li","Tchéky Karyo","Tchéky Karyo",2001,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,161
"1550",25000000,12620,25.838073,70442940,97,5.6,529,"Columbia Pictures","The House Bunny","Fred Wolf","Anna Faris","Kat Dennings","Kat Dennings",2008,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,224
"1551",25000000,14177,5.625632,36351350,105,5.4,115,"Metro-Goldwyn-Mayer (MGM)","Beauty Shop","Bille Woodruff","Queen Latifah","Andie MacDowell","Andie MacDowell",2005,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,33
"1552",25000000,198185,17.312433,38307627,124,6.6,259,"Walt Disney","Million Dollar Arm","Craig Gillespie","Jon Hamm","Lake Bell","Lake Bell",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134
"1553",25000000,227156,53.811461,66980456,94,6.4,1798,"The Weinstein Company","The Giver","Phillip Noyce","Jeff Bridges","Brenton Thwaites","Brenton Thwaites",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,29
"1554",17000000,11351,19.045146,63102666,104,5.5,299,"United Artists","Jeepers Creepers 2","Victor Salva","Ray Wise","Garikayi Mutambirwa","Garikayi Mutambirwa",2003,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,61
"1555",25000000,10030,21.729434,59192128,101,5.5,444,"Lionsgate","Good Luck Chuck","Mark Helfrich","Dane Cook","Dan Fogler","Dan Fogler",2007,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,92
"1556",25000000,10623,12.837116,56489558,101,5.8,236,"Silver Pictures","Cradle 2 the Grave","Andrzej Bartkowiak","Jet Li","Kelly Hu","Kelly Hu",2003,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,10
"1557",25000000,590,20.953265,41597830,114,7,451,"Paramount Pictures","The Hours","Stephen Daldry","Nicole Kidman","Meryl Streep","Meryl Streep",2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269
"1558",20000000,9655,10.81439,33889159,105,6.4,671,"DreamWorks SKG","She's the Man","Andy Fickman","Amanda Bynes","Laura Ramsey","Laura Ramsey",2006,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,54
"1559",20000000,11237,9.855474,70992898,97,4.9,199,"Screen Gems","Anacondas: The Hunt for the Blood Orchid","Dwight H. Little","Johnny Messner","Matthew Marsden","Matthew Marsden",2004,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,20
"1560",25500000,190955,12.756344,2415472,128,6,171,"Wild Bunch","Blood Ties","Guillaume Canet","Clive Owen","Marion Cotillard","Marion Cotillard",2013,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,4
"1561",25000000,5123,29.533437,66122026,114,7.1,797,"Warner Bros.","August Rush","Kirsten Sheridan","Freddie Highmore","Jonathan Rhys Meyers","Jonathan Rhys Meyers",2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128
"1562",30000000,4518,14.179538,82150642,124,7.1,334,"Channel Four Films","Elizabeth","Shekhar Kapur","Cate Blanchett","Christopher Eccleston","Christopher Eccleston",1998,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5
"1563",25000000,11932,14.340095,50671850,89,5.5,350,"Universal Pictures","Bride of Chucky","Ronny Yu","Ed Gale","Brad Dourif","Brad Dourif",1998,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,286
"1564",25485000,11165,9.795985,29548291,144,6.9,147,"Twentieth Century Fox ","Tora! Tora! Tora!","Richard Fleischer","Martin Balsam","Joseph Cotten","Joseph Cotten",1970,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,161
"1565",25000000,6116,6.889437,1e+08,93,4.7,123,"Columbia Pictures","Spice World","Bob Spiers","Victoria Beckham","Emma Bunton","Emma Bunton",1997,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,224
"1566",25000000,57431,19.428994,34942188,81,5.4,325,"Twentieth Century Fox ","The Sitter","David Gordon Green","Sam Rockwell","Max Records","Max Records",2011,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,161
"1567",25000000,278,136.747729,28341469,142,8.5,8205,"Castle Rock Entertainment","The Shawshank Redemption","Frank Darabont","Tim Robbins","Bob Gunton","Bob Gunton",1994,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17
"1568",27000000,11543,17.329269,25023434,113,6.7,244,"Motion Picture Corporation of America","Kingpin","Bobby Farrelly","Woody Harrelson","Vanessa Angel","Vanessa Angel",1996,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"1569",25000000,284536,22.622453,39171130,111,5.7,543,"Paramount Pictures","The Gambler","Rupert Wyatt","Mark Wahlberg","Brie Larson","Brie Larson",2014,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,269
"1570",25000000,152737,20.561682,74188937,121,6.9,483,"Jean Doumanian Productions","August: Osage County","John Wells","Meryl Streep","Chris Cooper","Chris Cooper",2013,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2
"1571",25000000,13374,13.288177,27645491,98,5.9,185,"Walt Disney","Ice Princess","Tim Fywell","Michelle Trachtenberg","Amy Stewart","Amy Stewart",2005,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,134
"1572",23000000,319888,29.365851,46152800,106,7.2,661,"Studio Babelsberg","Eddie the Eagle","Dexter Fletcher","Taron Egerton","Christopher Walken","Christopher Walken",2016,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,15
"1573",25000000,9469,10.232599,21567853,136,6.7,134,"40 Acres & A Mule Filmworks","He Got Game","Spike Lee","Denzel Washington","Milla Jovovich","Milla Jovovich",1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1574",25000000,1909,8.870614,22200000,97,6.2,183,"New Line Cinema","Don Juan DeMarco","Jeremy Leven","Johnny Depp","Faye Dunaway","Faye Dunaway",1994,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,136
"1575",25000000,22971,19.402816,114977104,115,6.6,1262,"Screen Gems","Dear John","Lasse Hallström","Amanda Seyfried","Henry Thomas","Henry Thomas",2010,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,20
"1576",25000000,34813,24.903418,23580000,97,6.2,515,"DC Comics","The Losers","Sylvain White","Jeffrey Dean Morgan","Chris Evans","Chris Evans",2010,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8
"1577",25000000,46261,14.562197,36993168,99,5.4,341,"Miramax Films","Don't Be Afraid of the Dark","Troy Nixey","Katie Holmes","Bailee Madison","Bailee Madison",2010,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,61
"1578",25000000,10431,18.896239,40452643,103,6,414,"Mosaic Media Group","War","Philip G. Atwell","Jet Li","John Lone","John Lone",2007,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2
"1579",25000000,8051,15.960916,1.7e+07,95,6.9,530,"Columbia Pictures","Punch-Drunk Love","Paul Thomas Anderson","Adam Sandler","Philip Seymour Hoffman","Philip Seymour Hoffman",2002,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,224
"1580",25000000,9352,25.848003,20796847,93,6.5,656,"DreamWorks SKG","EuroTrip","Jeff Schaffer","Scott Mechlowicz","Michelle Trachtenberg","Michelle Trachtenberg",2004,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,54
"1581",25000000,15487,7.538513,15431177,120,6.9,110,"Walt Disney","The Greatest Game Ever Played","Bill Paxton","Shia LaBeouf","Josh Flitter","Josh Flitter",2005,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,134
"1582",30000000,22825,21.606001,33333531,115,5.4,597,"Media Rights Capital","The Box","Richard Kelly","Cameron Diaz","Frank Langella","Frank Langella",2009,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2
"1583",25000000,1831,3.707511,24362772,108,4.3,29,"Paramount Pictures","The Next Best Thing","John Schlesinger","Madonna","Benjamin Bratt","Benjamin Bratt",2000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,269
"1584",25000000,43931,7.001176,19829957,107,5.2,147,"Relativity Media","My Soul to Take","Wes Craven","Max Thieriot","Denzel Whitaker","Denzel Whitaker",2010,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,10
"1585",25000000,10591,39.784026,30411183,108,6.3,824,"Regency Enterprises","The Girl Next Door","Luke Greenfield","Emile Hirsch","Timothy Olyphant","Timothy Olyphant",2004,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,29
"1586",25000000,10861,10.115011,51702483,100,5.2,101,"Columbia Pictures","Maximum Risk","Ringo Lam","Jean-Claude Van Damme","Jean-Hugues Anglade","Jean-Hugues Anglade",1996,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,224
"1587",25000000,276907,32.854557,42972994,131,6.7,973,"Working Title Films","Legend","Brian Helgeland","Tom Hardy","Christopher Eccleston","Christopher Eccleston",2015,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,5
"1588",0,10074,6.309587,14334401,88,6.3,313,"Paramount Pictures","Hot Rod","Akiva Schaffer","Andy Samberg","Bill Hader","Bill Hader",2007,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,269
"1589",25000000,200505,14.17009,28831145,109,6.5,304,"Summit Entertainment","Draft Day","Ivan Reitman","Kevin Costner","Tom Welling","Tom Welling",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
"1590",25000000,60309,9.169271,15478800,122,6.2,137,"Wildwood Enterprises","The Conspirator","Robert Redford","Evan Rachel Wood","Kevin Kline","Kevin Kline",2010,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,2
"1591",25000000,9787,8.127728,13411957,107,7,210,"Columbia Pictures","Lords of Dogtown","Catherine Hardwicke","Emile Hirsch","Rebecca De Mornay","Rebecca De Mornay",2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224
"1592",25000000,293646,10.699952,24902723,120,6,378,"Alcon Entertainment","The 33","Patricia Riggen","Antonio Banderas","Juliette Binoche","Juliette Binoche",2015,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12
"1593",25000000,6978,29.796394,1.1e+07,99,7.1,705,"Twentieth Century Fox ","Big Trouble in Little China","John Carpenter","Kurt Russell","Dennis Dun","Dennis Dun",1986,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,161
"1594",28000000,1770,8.314624,16900000,132,6.7,97,"Geffen Pictures","Michael Collins","Neil Jordan","Liam Neeson","Stephen Rea","Stephen Rea",1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
"1595",25000000,8988,4.002579,11207130,113,6.1,82,"Paramount Pictures","Stop-Loss","Kimberly Peirce","Ryan Phillippe","Joseph Gordon-Levitt","Joseph Gordon-Levitt",2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,269
"1596",25000000,15992,3.888776,10719357,99,4.6,45,"Paramount Pictures","Abandon","Stephen Gaghan","Katie Holmes","Charlie Hunnam","Charlie Hunnam",2002,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,269
"1597",25000000,17707,7.296459,1.3e+07,100,6.2,111,"Twentieth Century Fox ","Brokedown Palace","Jonathan Kaplan","Claire Danes","Bill Pullman","Bill Pullman",1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,161
"1598",14000000,77883,21.680424,85446075,92,5.8,498,"Ghost House Pictures","The Possession","Ole Bornedal","Jeffrey Dean Morgan","Madison Davenport","Madison Davenport",2012,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3
"1599",25000000,40001,7.946769,10070000,105,5.3,25,"TriStar Pictures","Mrs. Winterbourne","Richard Benjamin","Shirley MacLaine","Brendan Fraser","Brendan Fraser",1996,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,40
"1600",25000000,9903,5.073536,11772461,116,6.4,60,"Miramax Films","The Hoax","Lasse Hallström","Richard Gere","Marcia Gay Harden","Marcia Gay Harden",2006,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,61
"1601",32000000,20766,41.075532,27635305,111,6.8,1087,"2929 Productions","The Road","John Hillcoat","Viggo Mortensen","Charlize Theron","Charlize Theron",2009,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
"1602",25000000,24264,4.020194,5778353,117,5,22,"Columbia Pictures","Sheena","John Guillermin","Tanya Roberts","Donovan Scott","Donovan Scott",1984,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,224
"1603",25000000,8338,17.603823,19844979,121,6.4,387,"Rhombus Media","Blindness","Fernando Meirelles","Julianne Moore","Alice Braga","Alice Braga",2008,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3
"1604",25000000,72113,20.011435,27603069,80,7,738,"Wild Bunch","Carnage","Roman Polanski","Kate Winslet","Christoph Waltz","Christoph Waltz",2011,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4
"1605",0,94352,5.987486,34153101,91,6.1,58,"Reel FX Creative Studios","Cirque du Soleil: Worlds Away","Andrew Adamson","Erica Linz","Matt Gillanders","Matt Gillanders",2012,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2
"1606",25000000,22256,3.849873,777423,117,6.2,19,"Cruise/Wagner Productions","Without Limits","Robert Towne","Billy Crudup","Monica Potter","Monica Potter",1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1607",25000000,12404,3.593165,2336172,114,6.6,49,"Isle of Man Film","Me and Orson Welles","Richard Linklater","Zac Efron","Christian McKay","Christian McKay",2009,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,2
"1608",25000000,11699,17.339852,10589102,122,6,326,"Saturn Films","The Bad Lieutenant: Port of Call - New Orleans","Werner Herzog","Nicolas Cage","Val Kilmer","Val Kilmer",2009,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5
"1609",25000000,109091,35.022029,71009334,117,5,712,"Ingenious Media","The Counselor","Ridley Scott","Michael Fassbender","Javier Bardem","Javier Bardem",2013,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,7
"1610",25000000,33157,1.894749,3052000,128,7,31,"Paramount Pictures","Waterloo","Sergey Bondarchuk","Rod Steiger","Orson Welles","Orson Welles",1970,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,269
"1611",25000000,83770,14.613152,8784318,137,5.5,301,"American Zoetrope","On the Road","Walter Salles","Garrett Hedlund","Kristen Stewart","Kristen Stewart",2012,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7
"1612",24000000,168,22.258428,1.33e+08,119,6.9,477,"Paramount Pictures","Star Trek IV: The Voyage Home","Leonard Nimoy","William Shatner","DeForest Kelley","DeForest Kelley",1986,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,269
"1613",24000000,1246,30.445257,155721132,102,6.5,835,"Columbia Pictures","Rocky Balboa","Sylvester Stallone","Sylvester Stallone","Milo Ventimiglia","Milo Ventimiglia",2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224
"1614",24000000,4233,35.244037,172363301,120,6.1,840,"Miramax Films","Scream 2","Wes Craven","David Arquette","Courteney Cox","Courteney Cox",1997,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,61
"1615",24000000,184098,15.237142,70181428,105,6.4,225,"Will Packer Productions","Think Like a Man Too","Tim Story","Adam Brody","Jerry Ferrara","Jerry Ferrara",2014,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2
"1616",41300000,2069,23.441135,106371651,98,6.2,531,"Franchise Pictures","The Whole Nine Yards","Jonathan Lynn","Bruce Willis","Rosanna Arquette","Rosanna Arquette",2000,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4
"1617",8200000,1788,25.03414,80035402,107,6.4,505,"Paramount Pictures","Footloose","Herbert Ross","Kevin Bacon","Dianne Wiest","Dianne Wiest",1984,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,269
"1618",24000000,11635,24.70166,87055349,91,6.6,541,"DreamWorks SKG","Old School","Todd Phillips","Luke Wilson","Vince Vaughn","Vince Vaughn",2003,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,54
"1619",24000000,177,16.146572,41895491,137,7.2,341,"TriStar Pictures","The Fisher King","Terry Gilliam","Jeff Bridges","Mercedes Ruehl","Mercedes Ruehl",1991,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,40
"1620",65000000,3600,20.793026,40002112,100,5.1,374,"Columbia Pictures","I Still Know What You Did Last Summer","Danny Cannon","Jennifer Love Hewitt","Mekhi Phifer","Mekhi Phifer",1998,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,224
"1621",24000000,2621,5.771479,36609995,115,6.1,67,"Metro-Goldwyn-Mayer (MGM)","Return to Me","Bonnie Hunt","David Duchovny","Carroll O'Connor","Carroll O'Connor",2000,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,33
"1622",24000000,10313,20.69219,68729358,93,5.9,742,"BBC Films","The Men Who Stare at Goats","Grant Heslov","George Clooney","Jeff Bridges","Jeff Bridges",2009,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,18
"1623",17000000,13476,7.701041,16980098,95,5.5,160,"DreamWorks SKG","Win a Date with Tad Hamilton!","Robert Luketic","Josh Duhamel","Topher Grace","Topher Grace",2004,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,54
"1624",24000000,10208,6.589193,16290976,87,5.8,92,"Columbia Pictures","Muppets from Space","Tim Hill","Steve Whitmire","Bill Barretta","Bill Barretta",1999,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,224
"1625",24000000,24961,2.753313,21049053,134,5.9,58,"Universal Pictures","The Wiz","Sidney Lumet","Diana Ross","Nipsey Russell","Nipsey Russell",1978,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,286
"1626",24000000,20697,3.113009,12372410,107,4.7,49,"Bel Air Entertainment","Ready to Rumble","Brian Robbins","David Arquette","Oliver Platt","Oliver Platt",2000,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5
"1627",24000000,20761,5.566203,8434146,124,5.7,53,"Touchstone Pictures","Play It to the Bone","Ron Shelton","Antonio Banderas","Lolita Davidovich","Lolita Davidovich",1999,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,25
"1628",24000000,70868,8.630825,30551495,89,5,141,"The Weinstein Company","I Don't Know How She Does It","Douglas McGrath","Sarah Jessica Parker","Sarah Shahi","Sarah Shahi",2011,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,29
"1629",24000000,43593,23.343839,83188165,88,5.3,581,"The Weinstein Company","Piranha 3D","Alexandre Aja","Elisabeth Shue","Jerry O'Connell","Jerry O'Connell",2010,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,29
"1630",24000000,40688,2.353441,4562146,93,4.1,19,"Walt Disney","Meet the Deedles","Steve Boyum","Paul Walker","Dennis Hopper","Dennis Hopper",1998,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,134
"1631",28000000,26672,2.439184,669276,72,6.8,26,"Miramax Films","The Thief and the Cobbler","Richard Williams","Vincent Price","Sean Connery","Sean Connery",1993,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,61
"1632",24000000,41283,26.324874,23081726,98,6.1,568,"Castle Rock Entertainment","Faster","George Tillman","Dwayne Johnson","Maggie Grace","Maggie Grace",2010,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,17
"1633",24000000,4935,49.549984,234710455,119,8.2,1991,"Studio Ghibli","Howl's Moving Castle","Hayao Miyazaki","Takuya Kimura","Tatsuya Gashu00fbin","Tatsuya Gashu00fbin",2004,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3
"1634",23600000,19908,57.300674,102391382,88,7.2,3550,"Columbia Pictures","Zombieland","Ruben Fleischer","Jesse Eisenberg","Emma Stone","Emma Stone",2009,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,224
"1635",23000000,10663,23.839127,185991646,90,5.9,512,"Touchstone Pictures","The Waterboy","Frank Coraci","Adam Sandler","Fairuza Balk","Fairuza Balk",1998,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,25
"1636",18000000,1891,78.51783,538400000,124,8.2,5879,"Lucasfilm","The Empire Strikes Back","Irvin Kershner","Mark Hamill","Carrie Fisher","Carrie Fisher",1980,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14
"1637",19000000,9737,33.872182,141407024,118,6.5,1699,"Columbia Pictures","Bad Boys","Michael Bay","Will Smith","Téa Leoni","Téa Leoni",1995,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,224
"1638",23000000,37137,27.33256,86930411,85,6.6,546,"Paramount Pictures","The Naked Gun 2½: The Smell of Fear","David Zucker","Leslie Nielsen","George Kennedy","George Kennedy",1991,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,269
"1639",23000000,9532,38.799596,53302314,98,6.4,1378,"New Line Cinema","Final Destination","James Wong","Devon Sawa","Kerr Smith","Kerr Smith",2000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,136
"1640",12500000,10316,20.317469,75993061,101,6.5,910,"Appian Way","The Ides of March","George Clooney","Ryan Gosling","Philip Seymour Hoffman","Philip Seymour Hoffman",2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1641",23000000,152601,53.682367,47351251,126,7.9,4097,"Warner Bros.","Her","Spike Jonze","Joaquin Phoenix","Rooney Mara","Rooney Mara",2013,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,128
"1642",23000000,10866,11.183197,36642838,97,6.3,325,"Regency Enterprises","Joy Ride","John Dahl","Steve Zahn","Leelee Sobieski","Leelee Sobieski",2001,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,29
"1643",23000000,21349,8.976738,18653615,114,5.9,66,"Twentieth Century Fox ","Anywhere But Here","Wayne Wang","Susan Sarandon","Hart Bochner","Hart Bochner",1999,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,161
"1644",23000000,580,12.777008,51881013,89,3.5,224,"Universal Pictures","Jaws: The Revenge","Joseph Sargent","Lorraine Gary","Mario Van Peebles","Mario Van Peebles",1987,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,286
"1645",23000000,20024,6.921263,10827816,102,6.6,55,"Columbia Pictures","The End of the Affair","Neil Jordan","Ralph Fiennes","Julianne Moore","Julianne Moore",1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224
